Ride_ID,Timestamp,Pickup_Location,Dropoff_Location,Distance_km,Fare,Ride_Type,Passenger_Count,Payment_Method
c3372e4a-6dd7-4f55-b612-7e1c8e12e298,2025-02-27 14:36:27,North Maria,Barnesborough,28.64,19.1,UberXL,3,PayPal
84e28225-0075-4311-be6b-5879d9bcfb93,2025-02-28 19:47:50,Port Robertfort,East Hectorport,9.79,87.25,UberComfort,4,Cash
79b1c54a-6763-4b2b-ac97-e53ee73884b6,2025-01-18 00:52:43,Coxstad,New Wesleystad,27.01,49.77,UberPool,3,Cash
ae4df49f-707a-4749-9113-9a4be25db394,2025-01-03 10:00:41,Port Diana,North Kelsey,24.69,69.3,UberX,2,Cash
8409b030-2779-4351-9524-cc4d54ad3cd1,2025-02-05 10:26:48,Hamiltonhaven,Port Patricia,27.58,85.87,UberX,3,PayPal
6527768e-4344-4e2a-90e6-db2e9a2311d2,2025-03-18 19:48:53,East Billy,Hernandezshire,24.11,83.44,UberXL,4,Credit Card
fbf454a8-0018-47f7-9cc3-04fd40d642e9,2025-02-15 01:17:44,Hoffmanchester,Mooreburgh,8.07,60.15,UberX,4,PayPal
e095f21e-b355-4dcc-b8cb-04e8d3e37fdb,2025-02-08 23:52:05,North Peter,Annaport,23.64,79.72,UberPool,4,Cash
184af69b-6194-45b6-9485-dc66c628a965,2025-02-17 00:08:34,Cainton,Port Tylerland,1.68,17.22,UberXL,1,Credit Card
c4195ce2-cdb1-4150-af5b-5ce5bdc294af,2025-03-03 06:58:29,Garzaburgh,New Sierra,23.2,66.19,UberBlack,1,PayPal
e89d5629-4d82-450d-81ad-6d958c71c4ce,2025-01-23 06:45:07,Stephanieborough,North Nicholaschester,8.11,88.93,UberX,3,PayPal
4a3c44ce-d0ae-4e5c-8de0-7af2ce813d84,2025-03-15 22:02:56,Moodyfurt,Millermouth,19.51,10.64,UberXL,2,Cash
3afc3f8c-52f9-46d8-97fd-b07484e08c0d,2025-01-08 19:38:14,Lake Benjaminfort,Jonesside,25.54,53.7,UberComfort,4,Credit Card
786b1bf1-e9cb-4d61-a0a0-5013fda45804,2025-03-25 14:34:36,East Carrie,North Kaitlin,15.62,59.15,UberPool,4,Cash
6984496d-c270-4de6-9432-e0154cd7715b,2025-03-30 19:38:56,Lake Marcus,West David,19.98,44.37,UberComfort,4,Credit Card
b6988abe-8cf5-423a-bcff-f10ffb28cb9a,2025-01-29 14:05:16,Austinton,Welchstad,26.92,44.67,UberBlack,4,Credit Card
e3ced5d7-e362-4085-9741-cd4023ae343a,2025-01-10 22:58:14,East Jose,North Peterbury,9.54,78.62,UberXL,4,Credit Card
03b45910-7dc2-4f4e-93e7-6c7990cf01b9,2025-03-20 23:36:38,Hunterfort,Barrborough,14.47,80.14,UberComfort,4,Cash
c0636906-647d-4ef6-a91a-2f901e24cc13,2025-01-17 20:04:08,North Samanthaville,Annamouth,6.92,62.63,UberX,1,PayPal
bf0b9edb-b03c-4b01-824d-e00726aaa424,2025-01-06 13:19:14,North Deniseview,Reedside,8.51,9.08,UberComfort,2,Cash
50c66c6b-6f8a-48d4-ba93-7fb9e77d4388,2025-02-04 21:38:09,North Adriana,Lake Courtneyfurt,4.87,45.42,UberPool,1,Cash
fa8c3e5e-0243-415a-b4de-69f142670dcc,2025-04-02 03:28:51,Amyville,West Tammy,28.86,48.3,UberXL,2,Cash
e5a13e1a-c5b0-4617-82ea-4410e634925a,2025-01-08 14:26:44,New Derrick,Michellemouth,16.41,91.07,UberComfort,3,Cash
1cad3a1c-46ae-405d-a30c-5729793b609a,2025-03-01 01:06:07,Gregoryport,West Ellenville,25.87,66.86,UberComfort,3,Cash
d498b393-6eed-462c-9f67-e4c3f0546825,2025-01-05 08:26:24,Jeffreyberg,East Brianfurt,2.06,27.47,UberBlack,2,Credit Card
5bdf719b-9cea-4c8c-a2dd-114b0abd781f,2025-01-09 23:39:45,Karaland,Jocelynview,17.72,53.68,UberPool,1,Credit Card
158dd84c-0a7f-4932-8a3d-974590ea1f8f,2025-01-02 23:17:41,Wrightland,Barronberg,19.15,88.8,UberPool,3,Credit Card
cd4f3339-c525-4b38-9516-bddd23686219,2025-01-02 23:28:00,East Heathershire,East Christine,25.31,11.7,UberX,1,PayPal
f471d8ef-fb0c-4a0c-b6ae-fb724905112d,2025-01-15 18:31:31,Davidside,Brianmouth,4.7,55.86,UberXL,3,PayPal
4c58bb29-d887-40f4-96b8-8030a19b2bef,2025-03-12 06:26:19,Jacksonberg,North Kimberly,24.26,25.7,UberX,1,PayPal
4ec391ec-cb03-42a0-a13a-32f9e7bee017,2025-03-12 14:24:29,New Samantha,Carrillohaven,5.32,44.81,UberXL,4,Credit Card
c3b548f6-80a2-4f45-af06-75240990db89,2025-02-25 01:37:32,South Allisonland,Lake Calvinfurt,24.06,9.53,UberXL,4,Credit Card
2fef564d-330b-4964-8787-b7b9db8ac0a8,2025-02-01 08:51:46,West Diane,Hoffmanbury,12.84,27.95,UberXL,2,Cash
0d062725-3e86-4e84-b196-f8bb6f3f0bf1,2025-02-26 11:31:05,Paulville,Shannonland,19.5,17.65,UberBlack,1,Cash
e7291f0e-8938-47ec-92dc-1c568ca091d8,2025-04-02 05:18:43,Thomasside,East Deniseshire,1.41,17.79,UberXL,3,Cash
3a253840-f28f-4357-9295-4e8830397aae,2025-02-22 22:36:33,East Michelle,North Colinfort,8.89,35.83,UberBlack,3,Cash
ad04e203-49c8-4fda-8caf-43341921011a,2025-02-12 19:03:28,Jonesport,Port Johnhaven,13.98,53.45,UberBlack,3,Cash
7d8e33c2-9760-4d8a-9a63-678d27597935,2025-02-20 20:00:16,East Patrickview,Harrisonberg,29.4,86.73,UberX,2,PayPal
51ec6ba3-6949-4ff5-8ac2-a8b7404557e7,2025-01-13 09:36:09,Millerland,Rossmouth,29.54,86.99,UberBlack,4,Credit Card
a4522847-fb9c-40be-aa72-561608130ae3,2025-03-05 14:35:00,South Jose,Parksport,27.79,68.53,UberXL,3,PayPal
e64bf36f-bfa6-47ef-a0bc-f9bbe6afc9e5,2025-03-30 10:58:28,Port Abigailfurt,West Denise,24.88,27.33,UberBlack,1,Credit Card
90b06aa9-1472-4782-91a9-37d58f83a962,2025-02-10 07:50:34,Jacobview,East Clintonland,26.59,25.16,UberXL,2,PayPal
e758ec2d-06dd-4879-8cb1-4533df7dff4d,2025-01-23 15:35:19,Port Carolyn,Porterbury,22.77,14.92,UberPool,2,Cash
0e576b3f-da9d-4683-8a4d-bd813bb2ecb7,2025-02-22 19:47:58,Debrashire,Williamsfort,29.64,40.81,UberXL,2,Cash
aab7e40b-dcae-4fe0-a0b1-1d9a001a3a46,2025-03-09 11:34:21,New Jennifer,Amyborough,11.04,41.91,UberComfort,1,Credit Card
bf33b1ff-d94d-4955-997c-935a15c27afc,2025-01-02 14:31:27,North Kennethton,Amyville,24.84,44.54,UberX,3,Cash
e7b24aac-14dc-40b2-bad9-b8a9ca5423a3,2025-03-28 12:06:09,East Brianhaven,North Ashleyport,8.24,82.05,UberComfort,1,PayPal
6bd3eb58-cb01-4de5-b911-6ff7ffbb4f70,2025-03-10 01:01:12,West Jenny,East Claytonfort,22.84,49.18,UberComfort,1,Credit Card
3718c208-4539-4a55-9a56-dae736782c1a,2025-03-20 00:29:36,Jillianmouth,West Lisa,24.85,94.73,UberPool,1,PayPal
cf272876-e7b4-4eb5-8743-7f6e70f6d0ae,2025-01-23 13:08:51,Lake Melaniestad,East Katie,5.75,98.31,UberX,4,PayPal
8afe3d10-6bb7-4806-82cb-51ca8226e1fd,2025-02-06 01:36:17,East Jennytown,Dayville,15.52,56.98,UberBlack,3,Cash
01c56643-594c-4081-8a27-298c3f2f0ef7,2025-03-31 19:21:16,West Calebberg,West Cynthiaview,23.11,47.01,UberBlack,2,PayPal
380a62ae-2b36-4bf0-a6f8-8afbcb17eb83,2025-03-21 19:53:01,Williamshire,North Elizabeth,9.67,86.9,UberX,3,PayPal
19e66083-6357-4f8c-9e3c-0bfdded8749e,2025-03-14 18:30:13,Michellemouth,Conleymouth,1.96,19.29,UberX,3,PayPal
829632d9-744c-4f08-902a-086c40d75d5d,2025-02-15 22:49:22,Michellehaven,Arthurfort,27.96,36.88,UberXL,2,PayPal
471f4ba4-d2a4-45d2-9b7c-609ae0e5f4bc,2025-02-08 23:39:57,Mcintyreport,East Gregoryside,4.29,46.85,UberComfort,4,Credit Card
67958a59-c8ac-49c3-8cd8-ef814c5a3507,2025-01-26 20:08:07,Lake Tiffany,North Alyssa,18.57,59.78,UberXL,3,Cash
8d45db5c-8c9f-4c26-8f87-c1278a7add23,2025-03-01 18:16:20,Janetfurt,Garciastad,8.71,82.84,UberX,3,Credit Card
6fe4fd79-3ec4-4e60-8955-69afb2d2b16f,2025-01-29 19:39:02,New Ernestborough,Williamsmouth,13.89,65.68,UberBlack,4,PayPal
a46759ae-574a-4f79-9832-6d13f3b16bfb,2025-01-17 16:20:27,Dennisburgh,Lake Nicholasbury,27.17,35.91,UberX,3,PayPal
5e8fd439-3467-41d5-9042-f80a1afad83e,2025-02-21 01:25:56,North Justin,Christopherville,25.2,61.43,UberPool,2,Cash
feb6e403-cc78-4661-b335-6a8776479799,2025-02-02 21:25:02,Kathleenton,Port Kenneth,22.17,51.27,UberComfort,1,Cash
6818759b-1041-4388-9178-2948a41e4542,2025-03-03 11:47:23,West Anthonymouth,Josephview,15.91,54.66,UberBlack,2,Cash
4921ede3-0012-40e4-94b9-28edea233498,2025-02-08 01:57:50,Sarahfurt,East Dylanfort,6.19,31.85,UberComfort,2,PayPal
363f8a48-f050-4ab3-a627-efa0fd95b6c2,2025-01-30 23:56:55,Youngmouth,Wrightstad,23.03,66.06,UberPool,3,Credit Card
c4ed225d-fe9d-4e1b-aa89-a85233b70965,2025-01-02 08:34:21,Harriston,Yeseniamouth,11.25,30.84,UberBlack,2,PayPal
54fc14cb-203e-40f3-aed7-657ed9d5715c,2025-03-23 18:10:49,Taylorview,Lake Barbara,7.44,72.2,UberX,2,Credit Card
71ad6ef6-c7b8-478d-817a-c5d5fbb4f46d,2025-03-14 19:47:47,Walkershire,Amandahaven,7.64,49.91,UberComfort,3,Credit Card
bfe3ce9d-7078-4372-bbba-544127c0e16a,2025-03-08 02:51:22,West Cynthia,Hammondland,6.85,82.15,UberPool,4,Cash
feeb47eb-147f-4b66-b1ac-dd3f9d4b8b19,2025-02-06 10:44:32,Diazborough,Lake Misty,10.75,77.74,UberComfort,2,Cash
4d74c8f9-e384-42fc-99c5-ef866082fea1,2025-02-14 03:46:59,Grayville,West Michelechester,26.31,90.75,UberComfort,1,PayPal
b7fa45d4-7284-4b70-9c1f-eccb620d1ae2,2025-01-11 02:02:37,West Robert,East Michaelfort,17.07,59.4,UberComfort,2,PayPal
2b98a1bc-67a1-43b3-851e-a32bda8d5dbd,2025-01-23 04:31:01,West Stephaniemouth,East Timbury,19.47,70.92,UberComfort,2,Cash
97005fe9-5d06-4d06-9be9-b86083c1605a,2025-02-28 10:53:19,Joannafort,New Robertport,25.51,8.75,UberX,2,Credit Card
59e2c21d-523d-4fe9-becb-51a913f6c97f,2025-02-14 03:18:36,Port Joshuamouth,South Alanport,11.21,41.96,UberXL,4,Credit Card
22e071e4-f4fe-455d-be5b-461afd538a9e,2025-01-29 16:59:48,Lake Pamelamouth,East Annashire,7.45,79.81,UberXL,2,Credit Card
5537a0c6-5980-4b2c-9f7a-3b118153f791,2025-03-27 17:25:47,Kristenside,Montgomeryberg,21.51,15.94,UberXL,1,Cash
6ff9ebf3-3f61-4d71-a1d9-5587852b6adf,2025-03-16 03:40:27,West Chase,North Matthewside,17.97,51.12,UberXL,1,Credit Card
9a4c5573-d145-4609-b6b5-fdfc17c390fe,2025-04-03 10:50:20,West Jamieland,Port Bethshire,10.03,24.12,UberPool,2,Credit Card
ad4545c1-6069-430e-9f76-31bc97408df8,2025-03-21 18:06:15,Johnstad,Garciaport,18.8,66.54,UberX,4,Credit Card
5feb190b-78e1-4efe-a3a7-0a889f9cb00d,2025-01-14 13:36:05,Crosstown,Pattersonmouth,23.13,46.89,UberBlack,1,Cash
559c6a96-d06c-47a0-802e-6b3401f40921,2025-02-13 02:55:33,Louisview,West Kimberlyshire,18.46,5.55,UberX,1,Credit Card
9b7df655-68e9-46a0-9126-25a097963d08,2025-03-31 20:57:14,Nealfurt,Tarabury,13.83,89.31,UberPool,4,Credit Card
628ea020-c265-4243-8e25-9f8ce842c6b7,2025-01-06 16:58:04,Sanchezville,Lake Jenniferburgh,23.39,25.09,UberXL,2,Cash
bd6d5ca2-177f-4e00-889b-cef3bf0ed63d,2025-02-09 06:44:42,Carpentertown,Allenville,12.75,85.77,UberBlack,4,Credit Card
20d5fa3e-98d8-4d27-b68f-3a3fcb2cc14c,2025-01-07 22:43:05,Port Brent,East Paigeborough,12.1,23.98,UberComfort,3,Cash
e84e9e32-1396-46f3-a9d4-4fc31f285c49,2025-03-14 17:13:33,Jonathanburgh,New Jacobborough,20.88,12.48,UberPool,4,Credit Card
ce166bb3-f9ab-40a7-9c39-dd16a925cf2e,2025-02-28 04:30:10,Martinfurt,West Travis,9.09,51.81,UberX,1,Cash
6d1080bd-47fc-4c18-9a32-5f6e19be6287,2025-03-19 17:55:32,North Shelbyside,Seanberg,25.64,39.49,UberXL,2,PayPal
4fd0cf80-bd53-4cbd-a447-7d3404c04fb9,2025-01-25 14:17:40,New Aprilton,Myerstown,6.93,82.43,UberBlack,4,Cash
8f5eac07-dc3b-4c7c-a23e-1d5e1fc05772,2025-03-12 16:44:39,North Joshua,Millerstad,16.69,96.94,UberComfort,1,PayPal
d41c7ddd-ea7b-43b0-ad27-208be45bb196,2025-02-26 05:16:32,North Justin,Lake Kyle,9.31,78.68,UberBlack,2,Cash
49a64edc-96a4-4415-9b09-e8b9d6cc63eb,2025-04-01 18:36:07,Lake Michael,Baileyborough,4.93,48.83,UberX,4,PayPal
c96b70fe-598a-4197-86d0-bc0d7b943ccc,2025-02-01 12:25:04,Trevortown,Christinaberg,14.21,10.17,UberBlack,2,Cash
e1680cc5-f81d-409f-a3fd-ff2942458fc8,2025-01-23 04:41:44,Johnsonland,South Joshuamouth,6.63,59.14,UberBlack,4,Credit Card
d34f1f50-7953-43e4-a867-be2c740c1211,2025-01-23 07:51:15,Rodriguezland,Lake Melindaport,9.2,96.8,UberPool,2,Cash
e374bd55-04e9-417e-9d9c-0629ba195276,2025-01-24 16:37:56,Bellville,South Brandon,5.34,77.74,UberX,3,Credit Card
0f7ed577-4107-4a49-9946-1482c4c4c74f,2025-02-26 11:32:40,Penafort,East Brett,14.82,93.01,UberBlack,2,Credit Card
69e3e5ef-b984-4d19-bc5d-2f48ece2047d,2025-02-22 17:21:38,Joannland,Sullivanchester,2.77,34.47,UberComfort,4,Credit Card
835ace04-1b2e-45bb-bb67-91a595e43ab3,2025-02-13 18:57:35,New Lawrence,Bakerside,18.97,50.47,UberBlack,4,Credit Card
50a42413-33db-40fe-8ca3-b5719e6ea298,2025-01-27 23:44:02,West Randy,South Marychester,10.89,55.72,UberPool,2,Credit Card
6bb6958b-7336-40e1-b92e-248282c42651,2025-03-22 01:19:07,Rachelton,Henryville,15.9,38.24,UberComfort,1,Credit Card
c5e48cfd-5743-4174-acfd-6e9f6f9fe907,2025-01-21 20:09:17,Hughesland,New Ginachester,27.92,60.69,UberXL,1,PayPal
1d2da0d6-c59c-4f83-9eda-4a01fb9d2824,2025-02-01 02:41:16,Lake Matthewborough,South Candice,9.24,56.88,UberComfort,1,PayPal
686edcd5-3b6f-4e30-b4d2-57c66799789b,2025-03-20 19:46:05,Port Cameron,Schroederport,27.58,36.64,UberX,1,Cash
eb656428-8efd-482f-b1f9-a909aa99422c,2025-03-08 13:54:56,South Sierra,Port Michaelhaven,21.8,7.15,UberX,2,PayPal
7e84e821-0c1e-4a24-ac02-aa063704ee2e,2025-01-03 09:42:47,West Kimberlyhaven,Zacharymouth,21.43,50.76,UberComfort,3,PayPal
6094ff32-6f41-4e0d-b201-cabb046c8a11,2025-03-29 21:59:50,West Paulton,Wheelertown,8.7,47.35,UberComfort,1,Credit Card
54a392f6-3e05-4858-b76b-305c83d139fd,2025-02-20 05:39:35,Janiceborough,East Seanbury,18.73,10.6,UberComfort,2,Cash
52bd1a0a-52e0-4788-aa5e-c635d22a255d,2025-03-08 14:05:37,Port Colleenberg,Port Sean,17.06,45.08,UberPool,3,PayPal
48e70436-aef7-4b76-8e33-a850034a8e60,2025-02-16 01:41:47,Dorothymouth,Richardsonchester,16.75,77.17,UberPool,4,Credit Card
85f53c68-c190-45b8-b93b-c049cd129320,2025-03-07 05:57:17,West Cherylchester,Spearsville,23.24,72.25,UberXL,3,Credit Card
dc211a37-413a-44f5-a98c-bc2b8a2137fe,2025-03-24 19:17:44,Sonyaport,East Sydney,20.35,15.67,UberComfort,4,Credit Card
6b6de36f-1afe-4fa3-871f-88233e16324d,2025-03-31 08:31:52,New Carolinefurt,Lake Bradleyview,13.71,36.6,UberBlack,2,Credit Card
620d0a9a-1135-4cd0-b1b6-4304670d8a23,2025-01-29 05:17:22,West Tiffany,Flemingburgh,16.53,45.66,UberXL,1,Cash
907e90cf-7bd1-4c2b-8bb4-47c6c49166ab,2025-01-26 02:28:22,Nicholasville,Julieland,19.21,17.13,UberPool,2,Credit Card
3f4cfe58-32c6-443c-afc0-75b5f3ac94dc,2025-02-16 12:15:19,East Karenburgh,Jonesside,12.4,70.13,UberXL,2,PayPal
8af97d26-be15-4f6a-a5ab-3312833f86b5,2025-02-03 01:35:56,Port Carrie,Lake Davidfort,15.81,87.73,UberPool,3,Credit Card
e5df42c3-b30e-4253-829f-656afeae23f1,2025-01-22 03:37:50,Hughesview,South Anthonyburgh,29.68,36.64,UberBlack,1,Credit Card
b47296e5-0800-49a3-99bf-51c8cb7c0158,2025-02-16 02:31:08,Hodgefurt,Kylechester,11.4,90.55,UberX,1,Cash
ecf872ca-0f73-46b6-8163-347458e32177,2025-03-07 16:59:40,East Sethmouth,Gordontown,25.99,16.39,UberXL,1,Credit Card
a9db090e-8005-4b68-b516-80adad1a3218,2025-02-01 06:07:33,East Christopher,Jeanchester,12.71,92.57,UberComfort,3,Credit Card
c9348e8f-d366-4ef4-9b5f-dbba4963a96d,2025-02-14 00:23:31,West Randy,South Erikchester,26.29,94.65,UberComfort,2,Credit Card
acdcdd95-9409-41fa-9adb-7d788228f1fd,2025-03-19 08:40:58,Lindseyport,Lake Lanceview,2.94,82.53,UberXL,1,Cash
6301742b-7e8c-4254-8240-e196f0bdc14a,2025-01-17 23:18:14,West Katelyn,Port Victoria,20.07,15.95,UberBlack,2,PayPal
a7d5cc06-bfc4-4f4e-8a8b-ffc298375072,2025-02-16 01:01:17,New Jenniferton,Omarport,15.45,67.39,UberBlack,1,PayPal
68b79d85-5261-4233-9353-6f940326ee02,2025-01-05 06:28:42,Kellyport,North Jonathan,9.77,79.68,UberComfort,4,PayPal
bef27cd7-5f92-480f-971d-6f8fc57a34da,2025-03-08 18:00:51,Jasonshire,South Katherineside,12.04,5.87,UberXL,2,Credit Card
dfa941a7-0387-44eb-80a7-08e43549c4bf,2025-03-06 16:29:42,Mooneyview,Marymouth,22.39,29.44,UberXL,2,Credit Card
2f25a465-a40b-4931-8883-59b65a1a8a12,2025-01-26 06:30:17,Port Robert,West Dominic,15.67,82.62,UberXL,4,Credit Card
c5acf919-9dcb-4921-a27d-1bda29c06bb7,2025-03-26 02:57:34,Karenhaven,Port Evanville,15.81,11.13,UberComfort,1,PayPal
d73b088a-a14e-4c87-8c11-c7bdf284a78a,2025-03-09 00:10:12,Wardchester,New Shawnaville,1.31,69.37,UberX,1,Cash
5192e6cd-2705-43fe-8d4e-92336a16ef54,2025-02-02 10:46:43,East Monica,Richardhaven,15.0,41.63,UberX,3,Credit Card
d55d1565-311e-46f8-8548-b4dfedd4ac29,2025-03-14 08:51:56,New Melindaville,East Amy,26.17,42.32,UberXL,3,Credit Card
d8d266c5-d408-4ebe-b746-dd6ad66abd4d,2025-02-07 12:53:32,South Meganchester,East Meganton,26.44,75.22,UberPool,3,Credit Card
df06e4bf-5ca4-4746-b9ed-9ace68b0a39d,2025-03-07 10:38:28,East Phillipborough,Benjaminberg,19.86,15.54,UberX,2,PayPal
d4b1fd60-e416-45fc-9fde-8e80ba6ed011,2025-01-27 00:15:21,Dennismouth,New Arthurville,8.87,55.33,UberComfort,4,Cash
44b2cce8-d6e7-4d00-9800-fd3962439d8d,2025-03-21 12:04:34,West Daniel,New Ericaberg,17.12,62.38,UberX,2,Cash
1d0cd57a-e28a-4d5d-aaba-7c5d750a17ea,2025-02-13 12:39:44,West Kellyfort,East David,16.24,89.29,UberX,1,PayPal
58c57ebb-34dd-401b-999d-84f5fcae019a,2025-03-31 15:58:10,Brandonburgh,New Ronaldville,29.39,48.42,UberBlack,4,PayPal
3b8c774d-b3d1-4214-8558-aaec7ba94ece,2025-01-28 21:28:42,West Monica,East Elizabeth,12.05,84.42,UberX,2,Cash
f3d1b26f-746c-442b-b274-a5c11c4062f0,2025-01-17 15:13:36,New Bethanyville,South Leslieside,27.79,57.14,UberComfort,1,Cash
dc643b5e-c08a-4961-bee4-9baa5a0eb14f,2025-02-04 04:46:40,Cochranfort,Lake Ashley,19.81,85.62,UberPool,3,PayPal
a046d3e2-e2ca-4892-8ea8-0bbec6da9c53,2025-01-13 21:42:25,South Karenton,East Melvin,25.33,77.84,UberComfort,2,Credit Card
aad4635d-7da5-4b28-ae0a-a0742af0dae3,2025-03-02 21:49:16,Pageburgh,New Ashleytown,24.84,38.77,UberBlack,3,Credit Card
3cf2feae-91b4-4bf3-a996-5cb120c64f48,2025-02-09 11:36:48,Byrdside,East Taylor,16.58,86.03,UberPool,2,Cash
0d7b49fc-ebdd-4d23-a894-551bfa99a83c,2025-03-14 14:47:37,Kathleenside,Port Carlamouth,28.53,41.38,UberBlack,2,Credit Card
d54b6566-d394-489a-b8f6-b1c0ee41682f,2025-01-29 09:38:47,Leeburgh,South Carlos,28.49,42.69,UberXL,2,Cash
90ff1988-6daf-43f5-80b7-3a1535eb0763,2025-01-20 09:05:45,Geneshire,Lake Rodneyfort,4.65,14.6,UberComfort,3,PayPal
3af8f8d0-ac47-4c1a-9d81-b8773ca94e37,2025-01-28 10:03:14,South Jamieton,Jamesshire,24.91,63.48,UberComfort,1,Cash
5ddb3940-46bd-4d5b-b381-10b0ce3013bb,2025-01-07 12:33:02,Port Christianchester,Smithburgh,13.65,49.9,UberBlack,4,PayPal
fe768be3-8fda-4f4c-9c47-e2fa9fdf29e8,2025-03-14 04:23:52,Hensleyville,Loganview,18.69,52.2,UberBlack,4,PayPal
31b31820-9652-4a81-812d-85a0308b4ce6,2025-01-18 09:18:55,South Darryl,New Courtney,28.75,68.25,UberX,4,Credit Card
4f46d46b-b76f-46e3-985e-1782853ac00c,2025-01-01 04:14:26,North James,Sharpborough,16.07,57.69,UberBlack,1,PayPal
4be4fcd9-c9a0-4c00-aec8-78a9d7057bd7,2025-02-18 04:33:18,Hensleyport,Melissashire,2.86,80.71,UberXL,3,Credit Card
61582212-4caf-4fac-8f4c-054ffe61752d,2025-02-16 06:47:22,South Brandon,Jameshaven,25.11,73.45,UberPool,4,Cash
99bfb892-4abd-47b7-86f2-8595dd5d28ae,2025-03-25 16:41:42,South Paul,Port Staceyhaven,6.21,19.92,UberX,3,PayPal
6be1cbed-2d60-4fac-bd57-a692b1f1845d,2025-02-16 21:23:49,Smithtown,Lake Shane,8.61,68.71,UberPool,3,PayPal
565c977f-5c8a-491e-a4cc-55ef5283e5a4,2025-01-01 20:07:52,New Shannonhaven,Taylorport,12.2,64.11,UberBlack,2,PayPal
a2bdd611-77f9-4efc-aa1e-3301a687a2c6,2025-01-16 16:23:30,Gonzalesmouth,East Angela,15.54,30.63,UberPool,2,Cash
8b448c81-7b4d-4d57-8c7b-997d5ee4bac5,2025-03-01 06:31:39,Port Richardburgh,Dennisshire,21.69,74.35,UberXL,2,Credit Card
d2574071-4099-4582-8d93-6032aad98f46,2025-02-10 14:51:45,Alecview,Phyllismouth,6.01,37.26,UberXL,2,Cash
83a8db1d-6e0f-4051-aacd-869b82a68831,2025-03-30 01:32:06,South Katiemouth,Grantberg,14.59,40.5,UberComfort,4,Cash
83a42b1d-5ba8-48b7-b9b0-3b838a06c723,2025-02-07 21:23:08,Johnburgh,East Robert,18.65,79.54,UberXL,1,Cash
fdff2e59-4bbe-48b5-8f42-416d42206bd0,2025-03-29 08:13:50,Lake Tinafort,Peckborough,17.39,12.8,UberX,4,PayPal
665e8f29-5384-4ccd-85c0-5ab74c0ac9dd,2025-03-20 22:58:06,Lake Mary,Lake Andrewfort,22.79,39.31,UberX,3,Cash
5996c38c-c737-4da6-9937-ba42cde704a4,2025-02-19 21:57:38,Lake Scott,Lake Tonyland,27.22,49.17,UberPool,2,Credit Card
48c25cc7-8e66-4bbf-9a67-f6a9843603dd,2025-01-28 22:40:32,Tammyton,New Nancy,3.83,70.74,UberXL,4,Credit Card
7c6d95d2-61df-413b-982a-362cca1abbcd,2025-03-21 01:29:05,West Aliciafurt,Brianberg,27.35,22.35,UberBlack,3,Credit Card
a033683a-376b-4f99-9d33-a4be019aaef3,2025-03-04 04:19:10,East Angelicahaven,South Stacy,16.88,37.43,UberX,3,Cash
2cadb663-adbe-4a5d-97b0-b6cdee3579ec,2025-03-01 01:42:19,Brewerstad,Beasleyton,10.74,51.6,UberBlack,3,Credit Card
b97fa6b1-1465-408c-a41e-78d9057fa52e,2025-03-10 10:19:54,North Rhonda,Lake Mitchell,19.59,61.32,UberXL,4,Cash
953b7f3c-8d22-480a-b458-d3eeed855b4b,2025-02-19 13:53:43,Lake Ericstad,Jonesport,7.63,17.96,UberX,1,Cash
2b63adef-ab3e-4fb3-b965-9602ae0e1ccf,2025-02-08 10:14:05,South Jeremiahton,Mathisville,10.28,26.88,UberX,2,Cash
d7201ed5-ca1f-4410-9e9c-d9b5334c9489,2025-03-14 23:06:16,Debrashire,Amybury,3.98,7.07,UberPool,1,Credit Card
40127e21-2b79-48ef-8751-95439ab4a62a,2025-01-02 16:41:01,West Meredith,Jeanetteville,21.42,74.43,UberX,2,Cash
bfd03618-19c7-4525-8f18-6c7e43ec4fdb,2025-03-14 20:02:16,East Charlesfurt,Brendashire,10.8,11.23,UberPool,2,PayPal
56d0d988-cf9b-472c-a18a-056d62ed1774,2025-03-21 05:59:49,North Cameronfurt,Tammyberg,11.34,48.59,UberPool,2,Cash
b2591dc9-3347-4090-a726-80940f83acdd,2025-02-12 21:57:35,Lake Timothy,Hortonhaven,20.42,92.37,UberComfort,4,Cash
c78913c4-ab3d-4556-b173-ae43e1b39274,2025-02-18 21:26:22,West David,Annefort,17.89,79.8,UberXL,4,Credit Card
7dc5734c-949d-4d9f-9b00-1133c50b2ac8,2025-02-08 08:01:12,West Amy,New Martin,25.16,28.7,UberBlack,2,Credit Card
f9e5189c-d0e8-472e-bb89-c607808ee592,2025-01-01 04:32:24,Hubershire,Lake Jane,16.07,25.21,UberComfort,3,Cash
c5e0fa12-de78-453a-8d48-c77b235aa29a,2025-04-02 06:18:21,Markchester,Amandaview,16.58,5.7,UberX,4,PayPal
0ff9decc-6c47-4145-a2f5-af6e2e46209d,2025-02-18 08:40:20,South Kristinchester,Port Stephanie,6.61,86.74,UberPool,3,Credit Card
d22c3ce2-ca09-4a99-aa45-8edd20d63551,2025-01-29 10:23:22,Williamland,New Tiffanymouth,5.26,64.12,UberBlack,2,Credit Card
04438d78-d96d-4c80-b069-3e3a4839e8c5,2025-04-01 01:06:17,North Louisberg,Dominguezmouth,17.56,63.67,UberXL,2,PayPal
